element,date,time,block,reading,sample_id,x,sigma_x,y,sigma_y_c,epsilon,sigma_y_eff
S,2025-02-27,15:38:57,3,86,Marine Shale,7150.000000,80.000000,4126.000000,29.000000,76.901515,82.187852
K,2025-02-27,15:38:57,3,86,Marine Shale,28640.000000,83.000000,26996.000000,69.000000,137.230155,153.600506
Ca,2025-02-27,15:38:57,3,86,Marine Shale,21084.000000,71.000000,19437.000000,50.000000,390.642432,393.829290
Ti,2025-02-27,15:38:57,3,86,Marine Shale,5126.000000,18.000000,5017.000000,78.000000,77.225008,109.762024
V,2025-02-27,15:38:57,3,86,Marine Shale,220.000000,1.400000,180.000000,21.000000,20.216140,29.149482
Cr,2025-02-27,15:38:57,3,86,Marine Shale,109.000000,1.000000,107.000000,10.000000,6.996565,12.204586
Mn,2025-02-27,15:38:57,3,86,Marine Shale,1162.000000,8.000000,990.000000,14.000000,16.289252,21.478821
Fe,2025-02-27,15:38:57,3,86,Marine Shale,67912.000000,155.000000,66941.000000,149.000000,189.790472,241.291158
Co,2025-02-27,15:38:57,3,86,Marine Shale,22.700000,0.100000,182.000000,20.000000,22.311461,29.963332
Ni,2025-02-27,15:38:57,3,86,Marine Shale,82.800000,0.800000,97.000000,3.000000,2.967776,4.219916
Cu,2025-02-27,15:38:57,3,86,Marine Shale,31.000000,0.600000,45.000000,3.000000,7.755478,8.315494
Zn,2025-02-27,15:38:57,3,86,Marine Shale,186.000000,1.700000,226.000000,3.000000,7.688236,8.252816
As,2025-02-27,15:38:57,3,86,Marine Shale,25.700000,0.700000,26.000000,1.000000,1.080123,1.471960
Rb,2025-02-27,15:38:57,3,86,Marine Shale,147.000000,1.000000,148.000000,1.000000,1.226053,1.582152
Sr,2025-02-27,15:38:57,3,86,Marine Shale,178.000000,1.400000,178.000000,1.000000,1.403978,1.723704
Y,2025-02-27,15:38:57,3,86,Marine Shale,36.500000,0.100000,35.000000,1.000000,1.026882,1.433348
Zr,2025-02-27,15:38:57,3,86,Marine Shale,134.000000,1.600000,135.000000,1.000000,1.372813,1.698416
Nb,2025-02-27,15:38:57,3,86,Marine Shale,15.300000,0.100000,10.000000,1.000000,0.959099,1.385594
Mo,2025-02-27,15:38:57,3,86,Marine Shale,2.400000,0.100000,4.000000,1.000000,0.577350,1.154701
Ba,2025-02-27,15:38:57,3,86,Marine Shale,788.000000,7.700000,864.000000,15.000000,16.586699,22.363331
La,2025-02-27,15:38:57,3,86,Marine Shale,52.500000,0.600000,132.000000,24.000000,25.458463,34.987617
Ce,2025-02-27,15:38:57,3,86,Marine Shale,108.000000,0.900000,204.000000,29.000000,29.781900,41.568757
Pb,2025-02-27,15:38:57,3,86,Marine Shale,35.000000,0.100000,36.000000,1.000000,1.263390,1.611258
Th,2025-02-27,15:38:57,3,86,Marine Shale,15.800000,0.100000,29.000000,2.000000,2.363586,3.096214
U,2025-02-27,15:38:57,3,86,Marine Shale,5.760000,0.100000,8.000000,1.000000,1.204958,1.565862
Mg,2025-02-27,15:41:36,3,87,Black Shale,12300.000000,77.000000,13567.000000,668.000000,729.051940,988.807732
Al,2025-02-27,15:41:36,3,87,Black Shale,80300.000000,409.000000,94702.000000,343.000000,792.651452,863.681263
Si,2025-02-27,15:41:36,3,87,Black Shale,235700.000000,1217.000000,252445.000000,447.000000,1639.512953,1699.356268
P,2025-02-27,15:41:36,3,87,Black Shale,400.000000,0.100000,403.000000,18.000000,113.064694,114.488537
S,2025-02-27,15:41:36,3,87,Black Shale,58400.000000,470.000000,43294.000000,105.000000,267.404182,287.280345
K,2025-02-27,15:41:36,3,87,Black Shale,31800.000000,281.000000,32183.000000,78.000000,168.353556,185.544927
Ca,2025-02-27,15:41:36,3,87,Black Shale,11800.000000,201.000000,12801.000000,38.000000,341.827967,343.933655
Ti,2025-02-27,15:41:36,3,87,Black Shale,3600.000000,47.000000,3516.000000,74.000000,74.284817,104.853393
V,2025-02-27,15:41:36,3,87,Black Shale,219.120000,3.640000,230.000000,20.000000,16.742009,26.082463
Cr,2025-02-27,15:41:36,3,87,Black Shale,98.350000,3.600000,73.000000,10.000000,9.209109,13.594399
Mn,2025-02-27,15:41:36,3,87,Black Shale,200.000000,0.000000,181.000000,10.000000,11.095593,14.936940
Fe,2025-02-27,15:41:36,3,87,Black Shale,66400.000000,544.000000,65685.000000,143.000000,155.394092,211.178417
Co,2025-02-27,15:41:36,3,87,Black Shale,40.650000,0.700000,261.000000,21.000000,20.211066,29.145963
Ni,2025-02-27,15:41:36,3,87,Black Shale,192.940000,16.490000,202.000000,4.000000,4.359267,5.916351
Cu,2025-02-27,15:41:36,3,87,Black Shale,176.650000,3.240000,185.000000,4.000000,3.915371,5.597332
Zn,2025-02-27,15:41:36,3,87,Black Shale,62.520000,7.800000,63.000000,2.000000,2.669870,3.335896
As,2025-02-27,15:41:36,3,87,Black Shale,46.240000,0.830000,49.000000,1.000000,1.391365,1.713446
Rb,2025-02-27,15:41:36,3,87,Black Shale,140.000000,5.000000,159.000000,1.000000,1.278521,1.623150
Sr,2025-02-27,15:41:36,3,87,Black Shale,86.740000,1.710000,82.000000,1.000000,0.931982,1.366964
Y,2025-02-27,15:41:36,3,87,Black Shale,26.700000,0.600000,27.000000,1.000000,0.828189,1.298421
Zr,2025-02-27,15:41:36,3,87,Black Shale,144.240000,2.310000,139.000000,1.000000,1.391365,1.713446
Nb,2025-02-27,15:41:36,3,87,Black Shale,8.810000,0.100000,5.000000,1.000000,0.989949,1.407125
Mo,2025-02-27,15:41:36,3,87,Black Shale,159.410000,4.290000,146.000000,1.000000,1.983910,2.221688
Ba,2025-02-27,15:41:36,3,87,Black Shale,454.110000,29.590000,452.000000,14.000000,15.613111,20.970675
La,2025-02-27,15:41:36,3,87,Black Shale,33.530000,0.510000,89.000000,23.000000,14.737330,27.316458
Ce,2025-02-27,15:41:36,3,87,Black Shale,64.580000,1.120000,168.000000,28.000000,24.725777,37.354572
Pb,2025-02-27,15:41:36,3,87,Black Shale,52.180000,0.880000,54.000000,1.000000,1.368136,1.694637
Th,2025-02-27,15:41:36,3,87,Black Shale,9.310000,0.100000,23.000000,2.000000,2.322548,3.065001
U,2025-02-27,15:41:36,3,87,Black Shale,25.400000,0.510000,28.000000,1.000000,1.164375,1.534852
Al,2025-02-27,15:44:56,3,88,Carbonatite,1958.000000,212.000000,3167.000000,145.000000,393.265928,419.145666
Si,2025-02-27,15:44:56,3,88,Carbonatite,16222.000000,514.000000,12848.000000,93.000000,360.179042,371.991858
Fe,2025-02-27,15:44:56,3,88,Carbonatite,20562.000000,700.000000,14303.000000,60.000000,249.653985,256.762755
Ni,2025-02-27,15:44:56,3,88,Carbonatite,13.000000,1.000000,16.000000,3.000000,2.464491,3.882489
Y,2025-02-27,15:44:56,3,88,Carbonatite,81.000000,0.500000,70.000000,1.000000,1.574028,1.864823
Mg,2025-02-27,15:47:48,3,89,Phosphate,6400.000000,51.000000,8462.000000,920.000000,891.789297,1281.283790
Al,2025-02-27,15:47:48,3,89,Phosphate,12000.000000,138.000000,15929.000000,212.000000,478.559805,523.415215
Si,2025-02-27,15:47:48,3,89,Phosphate,61400.000000,316.000000,60417.000000,212.000000,614.596196,650.132666
Fe,2025-02-27,15:47:48,3,89,Phosphate,39200.000000,199.000000,41330.000000,128.000000,179.887556,220.779376
Zn,2025-02-27,15:47:48,3,89,Phosphate,26.400000,3.660000,33.000000,3.000000,2.544377,3.933682
As,2025-02-27,15:47:48,3,89,Phosphate,24.800000,0.920000,22.000000,2.000000,1.615893,2.571208
Sr,2025-02-27,15:47:48,3,89,Phosphate,703.600000,3.110000,701.000000,3.000000,3.963065,4.970501
Zr,2025-02-27,15:47:48,3,89,Phosphate,58.710000,10.770000,61.000000,2.000000,5.468269,5.822539
Ba,2025-02-27,15:47:48,3,89,Phosphate,219.700000,1.720000,262.000000,16.000000,19.053760,24.880630
Pb,2025-02-27,15:47:48,3,89,Phosphate,76.700000,4.080000,80.000000,2.000000,4.425121,4.856099
Mg,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,26800.000000,1206.000000,28377.000000,787.000000,759.354348,1093.612374
Al,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,34500.000000,1111.000000,38459.000000,243.000000,1108.266918,1134.594448
Si,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,131800.000000,982.000000,134070.000000,303.000000,858.155672,910.077006
P,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,1400.000000,288.000000,1233.000000,20.000000,87.424656,89.683167
S,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,15300.000000,1100.000000,13533.000000,44.000000,140.893190,147.603831
K,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,13800.000000,8301.000000,12830.000000,37.000000,88.450171,95.877175
Ca,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,59900.000000,1215.000000,58961.000000,124.000000,414.003852,432.174952
Ti,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,1500.000000,150.000000,1575.000000,53.000000,53.785036,75.510464
V,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,130.000000,6.000000,111.000000,15.000000,13.251512,20.015058
Mn,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,267.000000,34.000000,220.000000,7.000000,8.262908,10.829388
Fe,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,21200.000000,1088.000000,18909.000000,53.000000,163.645205,172.013817
Co,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,12.000000,1.500000,65.000000,10.000000,8.808504,13.326280
Ni,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,29.000000,0.010000,27.000000,2.000000,1.790287,2.684237
Cu,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,66.000000,9.000000,65.000000,2.000000,2.268090,3.023943
Zn,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,74.000000,9.000000,83.000000,2.000000,2.128861,2.920968
As,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,67.000000,5.000000,53.000000,1.000000,1.162998,1.533807
Sr,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,420.000000,30.000000,356.000000,1.000000,2.515338,2.706829
Y,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,13.000000,0.010000,8.000000,1.000000,0.713874,1.228664
Zr,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,53.000000,0.010000,45.000000,1.000000,1.097783,1.484967
Mo,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,35.000000,0.900000,29.000000,1.000000,1.065183,1.461032
Ba,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,290.000000,40.000000,235.000000,10.000000,16.503011,19.296356
La,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,20.000000,1.800000,62.000000,18.000000,9.622889,20.410781
Ce,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,36.000000,4.000000,88.000000,21.000000,14.666288,25.614449
Pb,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,38.000000,4.000000,39.000000,1.000000,0.972375,1.394816
Th,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,5.000000,0.210000,5.000000,2.000000,1.519712,2.511877
U,2025-02-28,09:48:00,1,3,Carbonate-Rich Shale,5.000000,0.400000,7.000000,1.000000,0.875229,1.328919
Mg,2025-02-28,09:50:38,1,4,Marine Shale,15683.000000,60.000000,16016.000000,739.000000,623.651959,966.986435
Al,2025-02-28,09:50:38,1,4,Marine Shale,111132.000000,212.000000,121710.000000,401.000000,1129.053095,1198.149361
Si,2025-02-28,09:50:38,1,4,Marine Shale,222717.000000,400.000000,232247.000000,451.000000,1745.922558,1803.232258
P,2025-02-28,09:50:38,1,4,Marine Shale,1615.000000,9.000000,1171.000000,22.000000,114.115102,116.216421
S,2025-02-28,09:50:38,1,4,Marine Shale,7150.000000,80.000000,4178.000000,29.000000,76.901515,82.187852
K,2025-02-28,09:50:38,1,4,Marine Shale,28640.000000,83.000000,27020.000000,70.000000,137.230155,154.052314
Ca,2025-02-28,09:50:38,1,4,Marine Shale,21084.000000,71.000000,19322.000000,51.000000,390.642432,393.957497
Ti,2025-02-28,09:50:38,1,4,Marine Shale,5126.000000,18.000000,4975.000000,79.000000,77.225008,110.474893
V,2025-02-28,09:50:38,1,4,Marine Shale,220.000000,1.400000,196.000000,21.000000,20.216140,29.149482
Cr,2025-02-28,09:50:38,1,4,Marine Shale,109.000000,1.000000,104.000000,10.000000,6.996565,12.204586
Mn,2025-02-28,09:50:38,1,4,Marine Shale,1162.000000,8.000000,1027.000000,14.000000,16.289252,21.478821
Fe,2025-02-28,09:50:38,1,4,Marine Shale,67912.000000,155.000000,67103.000000,153.000000,189.790472,243.781507
Co,2025-02-28,09:50:38,1,4,Marine Shale,22.700000,0.100000,130.000000,20.000000,22.311461,29.963332
Ni,2025-02-28,09:50:38,1,4,Marine Shale,82.800000,0.800000,98.000000,3.000000,2.967776,4.219916
Cu,2025-02-28,09:50:38,1,4,Marine Shale,31.000000,0.600000,42.000000,3.000000,7.755478,8.315494
Zn,2025-02-28,09:50:38,1,4,Marine Shale,186.000000,1.700000,211.000000,3.000000,7.688236,8.252816
As,2025-02-28,09:50:38,1,4,Marine Shale,25.700000,0.700000,28.000000,1.000000,1.080123,1.471960
Rb,2025-02-28,09:50:38,1,4,Marine Shale,147.000000,1.000000,149.000000,1.000000,1.226053,1.582152
Sr,2025-02-28,09:50:38,1,4,Marine Shale,178.000000,1.400000,178.000000,1.000000,1.403978,1.723704
Y,2025-02-28,09:50:38,1,4,Marine Shale,36.500000,0.100000,37.000000,1.000000,1.026882,1.433348
Zr,2025-02-28,09:50:38,1,4,Marine Shale,134.000000,1.600000,136.000000,1.000000,1.372813,1.698416
Nb,2025-02-28,09:50:38,1,4,Marine Shale,15.300000,0.100000,9.000000,1.000000,0.959099,1.385594
Mo,2025-02-28,09:50:38,1,4,Marine Shale,2.400000,0.100000,4.000000,1.000000,0.577350,1.154701
Ba,2025-02-28,09:50:38,1,4,Marine Shale,788.000000,7.700000,832.000000,15.000000,16.586699,22.363331
Ce,2025-02-28,09:50:38,1,4,Marine Shale,108.000000,0.900000,145.000000,29.000000,29.781900,41.568757
Pb,2025-02-28,09:50:38,1,4,Marine Shale,35.000000,0.100000,38.000000,1.000000,1.263390,1.611258
Th,2025-02-28,09:50:38,1,4,Marine Shale,15.800000,0.100000,30.000000,2.000000,2.363586,3.096214
U,2025-02-28,09:50:38,1,4,Marine Shale,5.760000,0.100000,8.000000,1.000000,1.204958,1.565862
Mg,2025-02-28,09:53:19,1,5,Black Shale,12300.000000,77.000000,12871.000000,725.000000,729.051940,1028.173979
Al,2025-02-28,09:53:19,1,5,Black Shale,80300.000000,409.000000,95698.000000,357.000000,792.651452,869.336140
Si,2025-02-28,09:53:19,1,5,Black Shale,235700.000000,1217.000000,252008.000000,460.000000,1639.512953,1702.821988
P,2025-02-28,09:53:19,1,5,Black Shale,400.000000,0.100000,309.000000,18.000000,113.064694,114.488537
S,2025-02-28,09:53:19,1,5,Black Shale,58400.000000,470.000000,43601.000000,108.000000,267.404182,288.390355
K,2025-02-28,09:53:19,1,5,Black Shale,31800.000000,281.000000,32165.000000,79.000000,168.353556,185.967524
Ca,2025-02-28,09:53:19,1,5,Black Shale,11800.000000,201.000000,12304.000000,38.000000,341.827967,343.933655
Ti,2025-02-28,09:53:19,1,5,Black Shale,3600.000000,47.000000,3685.000000,74.000000,74.284817,104.853393
V,2025-02-28,09:53:19,1,5,Black Shale,219.120000,3.640000,217.000000,20.000000,16.742009,26.082463
Cr,2025-02-28,09:53:19,1,5,Black Shale,98.350000,3.600000,86.000000,10.000000,9.209109,13.594399
Mn,2025-02-28,09:53:19,1,5,Black Shale,200.000000,0.000000,181.000000,10.000000,11.095593,14.936940
Fe,2025-02-28,09:53:19,1,5,Black Shale,66400.000000,544.000000,65052.000000,145.000000,155.394092,212.537817
Co,2025-02-28,09:53:19,1,5,Black Shale,40.650000,0.700000,276.000000,20.000000,20.211066,28.433909
Ni,2025-02-28,09:53:19,1,5,Black Shale,192.940000,16.490000,204.000000,4.000000,4.359267,5.916351
Cu,2025-02-28,09:53:19,1,5,Black Shale,176.650000,3.240000,183.000000,4.000000,3.915371,5.597332
Zn,2025-02-28,09:53:19,1,5,Black Shale,62.520000,7.800000,58.000000,2.000000,2.669870,3.335896
As,2025-02-28,09:53:19,1,5,Black Shale,46.240000,0.830000,45.000000,1.000000,1.391365,1.713446
Rb,2025-02-28,09:53:19,1,5,Black Shale,140.000000,5.000000,155.000000,1.000000,1.278521,1.623150
Sr,2025-02-28,09:53:19,1,5,Black Shale,86.740000,1.710000,79.000000,1.000000,0.931982,1.366964
Y,2025-02-28,09:53:19,1,5,Black Shale,26.700000,0.600000,26.000000,1.000000,0.828189,1.298421
Zr,2025-02-28,09:53:19,1,5,Black Shale,144.240000,2.310000,138.000000,1.000000,1.391365,1.713446
Nb,2025-02-28,09:53:19,1,5,Black Shale,8.810000,0.100000,6.000000,1.000000,0.989949,1.407125
Mo,2025-02-28,09:53:19,1,5,Black Shale,159.410000,4.290000,144.000000,1.000000,1.983910,2.221688
Ba,2025-02-28,09:53:19,1,5,Black Shale,454.110000,29.590000,445.000000,14.000000,15.613111,20.970675
La,2025-02-28,09:53:19,1,5,Black Shale,33.530000,0.510000,75.000000,23.000000,14.737330,27.316458
Ce,2025-02-28,09:53:19,1,5,Black Shale,64.580000,1.120000,141.000000,28.000000,24.725777,37.354572
Pb,2025-02-28,09:53:19,1,5,Black Shale,52.180000,0.880000,54.000000,1.000000,1.368136,1.694637
Th,2025-02-28,09:53:19,1,5,Black Shale,9.310000,0.100000,22.000000,2.000000,2.322548,3.065001
U,2025-02-28,09:53:19,1,5,Black Shale,25.400000,0.510000,30.000000,1.000000,1.164375,1.534852
Al,2025-02-28,09:55:57,1,6,Carbonatite,1958.000000,212.000000,3102.000000,152.000000,393.265928,421.618417
Si,2025-02-28,09:55:57,1,6,Carbonatite,16222.000000,514.000000,12738.000000,95.000000,360.179042,372.496902
Fe,2025-02-28,09:55:57,1,6,Carbonatite,20562.000000,700.000000,14793.000000,62.000000,249.653985,257.237463
Ni,2025-02-28,09:55:57,1,6,Carbonatite,13.000000,1.000000,17.000000,3.000000,2.464491,3.882489
Y,2025-02-28,09:55:57,1,6,Carbonatite,81.000000,0.500000,66.000000,1.000000,1.574028,1.864823
Mg,2025-02-28,09:58:42,1,7,Phosphate,6400.000000,51.000000,6092.000000,976.000000,891.789297,1322.068134
Al,2025-02-28,09:58:42,1,7,Phosphate,12000.000000,138.000000,16431.000000,221.000000,478.559805,527.124736
Si,2025-02-28,09:58:42,1,7,Phosphate,61400.000000,316.000000,60346.000000,217.000000,614.596196,651.780242
Fe,2025-02-28,09:58:42,1,7,Phosphate,39200.000000,199.000000,41063.000000,129.000000,179.887556,221.360639
Zn,2025-02-28,09:58:42,1,7,Phosphate,26.400000,3.660000,29.000000,3.000000,2.544377,3.933682
As,2025-02-28,09:58:42,1,7,Phosphate,24.800000,0.920000,22.000000,2.000000,1.615893,2.571208
Sr,2025-02-28,09:58:42,1,7,Phosphate,703.600000,3.110000,697.000000,3.000000,3.963065,4.970501
Zr,2025-02-28,09:58:42,1,7,Phosphate,58.710000,10.770000,64.000000,2.000000,5.468269,5.822539
Ba,2025-02-28,09:58:42,1,7,Phosphate,219.700000,1.720000,246.000000,16.000000,19.053760,24.880630
Pb,2025-02-28,09:58:42,1,7,Phosphate,76.700000,4.080000,81.000000,2.000000,4.425121,4.856099
Mg,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,26800.000000,1206.000000,26120.000000,706.000000,759.354348,1036.848603
Al,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,34500.000000,1111.000000,38361.000000,232.000000,1108.266918,1132.289522
Si,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,131800.000000,982.000000,132942.000000,290.000000,858.155672,905.831749
P,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,1400.000000,288.000000,1368.000000,20.000000,87.424656,89.683167
S,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,15300.000000,1100.000000,13666.000000,43.000000,140.893190,147.308829
K,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,13800.000000,8301.000000,12806.000000,37.000000,88.450171,95.877175
Ca,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,59900.000000,1215.000000,59818.000000,121.000000,414.003852,431.323764
Ti,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,1500.000000,150.000000,1522.000000,53.000000,53.785036,75.510464
V,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,130.000000,6.000000,89.000000,15.000000,13.251512,20.015058
Mn,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,267.000000,34.000000,224.000000,8.000000,8.262908,11.501115
Fe,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,21200.000000,1088.000000,18904.000000,52.000000,163.645205,171.708338
Co,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,12.000000,1.500000,75.000000,10.000000,8.808504,13.326280
Ni,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,29.000000,0.010000,28.000000,2.000000,1.790287,2.684237
Cu,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,66.000000,9.000000,69.000000,2.000000,2.268090,3.023943
Zn,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,74.000000,9.000000,84.000000,2.000000,2.128861,2.920968
As,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,67.000000,5.000000,54.000000,1.000000,1.162998,1.533807
Sr,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,420.000000,30.000000,358.000000,1.000000,2.515338,2.706829
Y,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,13.000000,0.010000,8.000000,1.000000,0.713874,1.228664
Zr,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,53.000000,0.010000,45.000000,1.000000,1.097783,1.484967
Mo,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,35.000000,0.900000,30.000000,1.000000,1.065183,1.461032
Ba,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,290.000000,40.000000,218.000000,10.000000,16.503011,19.296356
Pb,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,38.000000,4.000000,41.000000,1.000000,0.972375,1.394816
Th,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,5.000000,0.210000,8.000000,2.000000,1.519712,2.511877
U,2025-02-28,11:57:06,2,63,Carbonate-Rich Shale,5.000000,0.400000,6.000000,1.000000,0.875229,1.328919
Mg,2025-02-28,11:59:53,2,64,Marine Shale,15683.000000,60.000000,15082.000000,671.000000,623.651959,916.069193
Al,2025-02-28,11:59:53,2,64,Marine Shale,111132.000000,212.000000,118960.000000,383.000000,1129.053095,1192.245734
Si,2025-02-28,11:59:53,2,64,Marine Shale,222717.000000,400.000000,227913.000000,433.000000,1745.922558,1798.814770
P,2025-02-28,11:59:53,2,64,Marine Shale,1615.000000,9.000000,1367.000000,22.000000,114.115102,116.216421
S,2025-02-28,11:59:53,2,64,Marine Shale,7150.000000,80.000000,4145.000000,29.000000,76.901515,82.187852
K,2025-02-28,11:59:53,2,64,Marine Shale,28640.000000,83.000000,26695.000000,68.000000,137.230155,153.153894
