element,date,time,block,reading,sample_id,x,sigma_x,y,sigma_y_c,epsilon,sigma_y_eff,rules,reason
P,2025-04-15,17:06:01,3,186,Carbonatite,0.000000,0.010000,5188.000000,37.000000,88.475841,95.900857,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2025-04-15,17:06:01,3,186,Carbonatite,1328.000000,166.000000,155.000000,15.000000,63.400690,65.150959,4,manual: knock-on interference / matrix absorption
Ca,2025-04-15,17:06:01,3,186,Carbonatite,345200.000000,2716.000000,351953.000000,649.000000,2302.419916,2392.140980,3,345200 ppm > 4x max shale (59900 ppm)
V,2025-04-15,17:06:01,3,186,Carbonatite,110.000000,6.000000,94.000000,27.000000,6.930208,27.875218,4,manual: knock-on interference / matrix absorption
Cr,2025-04-15,17:06:01,3,186,Carbonatite,5.000000,0.010000,511.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2025-04-15,17:06:01,3,186,Carbonatite,3330.000000,3330.000000,2369.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2025-04-15,17:06:01,3,186,Carbonatite,5.000000,0.010000,13.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2025-04-15,17:06:01,3,186,Carbonatite,87.000000,1.500000,60.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2025-04-15,17:06:01,3,186,Carbonatite,0.000000,0.010000,13.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2025-04-15,17:06:01,3,186,Carbonatite,12000.000000,50.000000,9318.000000,28.000000,44.512927,52.587077,3,12000 ppm > 4x max shale (420 ppm)
Zr,2025-04-15,17:06:01,3,186,Carbonatite,65.000000,3.000000,91.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2025-04-15,17:06:01,3,186,Carbonatite,3900.000000,60.000000,2823.000000,9.000000,41.137862,42.110850,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2025-04-15,17:06:01,3,186,Carbonatite,0.000000,0.010000,12.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2025-04-15,17:06:01,3,186,Carbonatite,1000.000000,50.000000,1225.000000,20.000000,24.373365,31.528731,4,manual: knock-on interference / matrix absorption
La,2025-04-15,17:06:01,3,186,Carbonatite,750.000000,10.000000,1314.000000,34.000000,32.628444,47.123406,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2025-04-15,17:06:01,3,186,Carbonatite,1700.000000,100.000000,2354.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Pr,2025-04-15,17:06:01,3,186,Carbonatite,150.000000,6.000000,161.000000,51.000000,40.640099,65.212097,3,150 ppm > 4x max shale (12.6 ppm)
Nd,2025-04-15,17:06:01,3,186,Carbonatite,480.000000,15.000000,575.000000,75.000000,92.046741,118.733325,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2025-04-15,17:06:01,3,186,Carbonatite,0.000000,0.010000,7.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2025-04-15,17:06:01,3,186,Carbonatite,0.000000,0.010000,156.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-04-15,17:08:46,3,187,Phosphate,113500.000000,22979.000000,88859.000000,242.000000,559.462522,609.559114,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2025-04-15,17:08:46,3,187,Phosphate,282600.000000,839.000000,290452.000000,556.000000,1215.927377,1337.017347,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2025-04-15,17:08:46,3,187,Phosphate,900.000000,34.000000,722.000000,95.000000,73.212847,119.937988,4,manual: knock-on interference / matrix absorption
Cr,2025-04-15,17:08:46,3,187,Phosphate,49.200000,5.200000,407.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2025-04-15,17:08:46,3,187,Phosphate,8400.000000,40.000000,8879.000000,51.000000,128.816889,138.545266,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2025-04-15,17:08:46,3,187,Phosphate,32.000000,4.170000,84.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Y,2025-04-15,17:08:46,3,187,Phosphate,631.000000,3.900000,676.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2025-04-15,17:08:46,3,187,Phosphate,0.000000,0.010000,16.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-04-15,17:08:46,3,187,Phosphate,0.000000,0.010000,23.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2025-04-15,17:08:46,3,187,Phosphate,495.800000,4.890000,752.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2025-04-15,17:08:46,3,187,Phosphate,928.800000,10.190000,1282.000000,38.000000,40.544980,55.568835,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2025-04-15,17:08:46,3,187,Phosphate,351.000000,9.940000,558.000000,74.000000,83.283259,111.409610,3,351 ppm > 4x max shale (49.2 ppm)
W,2025-04-15,17:08:46,3,187,Phosphate,0.000000,0.010000,13.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-04-15,17:08:46,3,187,Phosphate,0.000000,0.010000,10.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2025-04-15,17:08:46,3,187,Phosphate,10.700000,0.670000,41.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2025-04-15,17:08:46,3,187,Phosphate,30.500000,0.710000,31.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Rb,2025-04-17,17:22:21,1,2,Carbonate-Rich Shale,0.000000,0.010000,78.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Nb,2025-04-17,17:22:21,1,2,Carbonate-Rich Shale,0.000000,0.010000,3.000000,1.000000,0.550482,1.141504,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Cd,2025-04-17,17:24:59,1,3,Marine Shale,0.100000,0.100000,13.000000,4.000000,1.154701,4.163332,1,certified value 0.1 <= 1x uncertainty 0.1 (~0)
Sn,2025-04-17,17:24:59,1,3,Marine Shale,3.300000,0.100000,24.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2025-04-17,17:24:59,1,3,Marine Shale,0.000000,0.010000,5.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2025-04-17,17:27:35,1,4,Black Shale,6.310000,0.870000,4.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Sn,2025-04-17,17:27:35,1,4,Black Shale,0.000000,0.010000,18.000000,5.000000,4.210165,6.536474,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-04-17,17:27:35,1,4,Black Shale,0.000000,0.010000,6.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Mg,2025-04-17,17:30:17,1,5,Carbonatite,7540.000000,181.000000,5218.000000,932.000000,715.655280,1175.068713,4,manual: knock-on interference / matrix absorption
P,2025-04-17,17:30:17,1,5,Carbonatite,0.000000,0.010000,5010.000000,37.000000,88.475841,95.900857,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2025-04-17,17:30:17,1,5,Carbonatite,1328.000000,166.000000,242.000000,15.000000,63.400690,65.150959,4,manual: knock-on interference / matrix absorption
Ca,2025-04-17,17:30:17,1,5,Carbonatite,345200.000000,2716.000000,346761.000000,663.000000,2302.419916,2395.977143,3,345200 ppm > 4x max shale (59900 ppm)
Ti,2025-04-17,17:30:17,1,5,Carbonatite,1500.000000,12.000000,281.000000,88.000000,63.055342,108.258839,4,manual: knock-on interference / matrix absorption
Cr,2025-04-17,17:30:17,1,5,Carbonatite,5.000000,0.010000,547.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2025-04-17,17:30:17,1,5,Carbonatite,3330.000000,3330.000000,2354.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2025-04-17,17:30:17,1,5,Carbonatite,5.000000,0.010000,16.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2025-04-17,17:30:17,1,5,Carbonatite,87.000000,1.500000,68.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2025-04-17,17:30:17,1,5,Carbonatite,0.000000,0.010000,16.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2025-04-17,17:30:17,1,5,Carbonatite,12000.000000,50.000000,9258.000000,28.000000,44.512927,52.587077,3,12000 ppm > 4x max shale (420 ppm)
Zr,2025-04-17,17:30:17,1,5,Carbonatite,65.000000,3.000000,90.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2025-04-17,17:30:17,1,5,Carbonatite,3900.000000,60.000000,2865.000000,9.000000,41.137862,42.110850,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2025-04-17,17:30:17,1,5,Carbonatite,0.000000,0.010000,16.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Cd,2025-04-17,17:30:17,1,5,Carbonatite,0.000000,0.010000,16.000000,4.000000,3.117157,5.071160,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2025-04-17,17:30:17,1,5,Carbonatite,1000.000000,50.000000,1193.000000,19.000000,24.373365,30.904060,4,manual: knock-on interference / matrix absorption
La,2025-04-17,17:30:17,1,5,Carbonatite,750.000000,10.000000,1257.000000,33.000000,32.628444,46.407062,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2025-04-17,17:30:17,1,5,Carbonatite,1700.000000,100.000000,2351.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Pr,2025-04-17,17:30:17,1,5,Carbonatite,150.000000,6.000000,236.000000,50.000000,40.640099,64.433048,3,150 ppm > 4x max shale (12.6 ppm)
Nd,2025-04-17,17:30:17,1,5,Carbonatite,480.000000,15.000000,592.000000,74.000000,92.046741,118.104202,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2025-04-17,17:30:17,1,5,Carbonatite,0.000000,0.010000,7.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2025-04-17,17:30:17,1,5,Carbonatite,0.000000,0.010000,171.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-04-17,17:32:52,1,6,Phosphate,113500.000000,22979.000000,86615.000000,243.000000,559.462522,609.956813,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2025-04-17,17:32:52,1,6,Phosphate,282600.000000,839.000000,291571.000000,578.000000,1215.927377,1346.314742,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2025-04-17,17:32:52,1,6,Phosphate,900.000000,34.000000,634.000000,94.000000,73.212847,119.147475,4,manual: knock-on interference / matrix absorption
Cr,2025-04-17,17:32:52,1,6,Phosphate,49.200000,5.200000,393.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2025-04-17,17:32:52,1,6,Phosphate,8400.000000,40.000000,8447.000000,50.000000,128.816889,138.180284,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2025-04-17,17:32:52,1,6,Phosphate,32.000000,4.170000,79.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Cu,2025-04-17,17:32:52,1,6,Phosphate,23.000000,5.020000,21.000000,4.000000,5.680503,6.947526,4,manual: knock-on interference / matrix absorption
Y,2025-04-17,17:32:52,1,6,Phosphate,631.000000,3.900000,676.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2025-04-17,17:32:52,1,6,Phosphate,0.000000,0.010000,23.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-04-17,17:32:52,1,6,Phosphate,0.000000,0.010000,30.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2025-04-17,17:32:52,1,6,Phosphate,495.800000,4.890000,682.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2025-04-17,17:32:52,1,6,Phosphate,928.800000,10.190000,1181.000000,38.000000,40.544980,55.568835,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2025-04-17,17:32:52,1,6,Phosphate,351.000000,9.940000,547.000000,73.000000,83.283259,110.747918,3,351 ppm > 4x max shale (49.2 ppm)
W,2025-04-17,17:32:52,1,6,Phosphate,0.000000,0.010000,17.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-04-17,17:32:52,1,6,Phosphate,0.000000,0.010000,5.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2025-04-17,17:32:52,1,6,Phosphate,10.700000,0.670000,42.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2025-04-17,17:32:52,1,6,Phosphate,30.500000,0.710000,30.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Rb,2025-04-17,20:09:34,2,74,Carbonate-Rich Shale,0.000000,0.010000,75.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Nb,2025-04-17,20:09:34,2,74,Carbonate-Rich Shale,0.000000,0.010000,2.000000,1.000000,0.550482,1.141504,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-04-17,20:12:14,2,75,Marine Shale,3.300000,0.100000,29.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Sb,2025-04-17,20:12:14,2,75,Marine Shale,1.010000,0.100000,29.000000,8.000000,0.000000,8.000000,5,element CV 0.81177 >= 0.5 after Rules 1-4 (incoherent array)
Hg,2025-04-17,20:12:14,2,75,Marine Shale,0.000000,0.010000,7.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2025-04-17,20:15:00,2,76,Black Shale,6.310000,0.870000,4.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2025-04-17,20:15:00,2,76,Black Shale,0.000000,0.010000,10.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Mg,2025-04-17,20:17:38,2,77,Carbonatite,7540.000000,181.000000,2434.000000,825.000000,715.655280,1092.148103,4,manual: knock-on interference / matrix absorption
P,2025-04-17,20:17:38,2,77,Carbonatite,0.000000,0.010000,4963.000000,36.000000,88.475841,95.519497,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2025-04-17,20:17:38,2,77,Carbonatite,1328.000000,166.000000,99.000000,14.000000,63.400690,64.928017,4,manual: knock-on interference / matrix absorption
Ca,2025-04-17,20:17:38,2,77,Carbonatite,345200.000000,2716.000000,350317.000000,638.000000,2302.419916,2389.180083,3,345200 ppm > 4x max shale (59900 ppm)
Cr,2025-04-17,20:17:38,2,77,Carbonatite,5.000000,0.010000,522.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2025-04-17,20:17:38,2,77,Carbonatite,3330.000000,3330.000000,2365.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2025-04-17,20:17:38,2,77,Carbonatite,5.000000,0.010000,11.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2025-04-17,20:17:38,2,77,Carbonatite,87.000000,1.500000,60.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2025-04-17,20:17:38,2,77,Carbonatite,0.000000,0.010000,15.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2025-04-17,20:17:38,2,77,Carbonatite,12000.000000,50.000000,9337.000000,28.000000,44.512927,52.587077,3,12000 ppm > 4x max shale (420 ppm)
Zr,2025-04-17,20:17:38,2,77,Carbonatite,65.000000,3.000000,90.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2025-04-17,20:17:38,2,77,Carbonatite,3900.000000,60.000000,2799.000000,9.000000,41.137862,42.110850,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2025-04-17,20:17:38,2,77,Carbonatite,0.000000,0.010000,12.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Cd,2025-04-17,20:17:38,2,77,Carbonatite,0.000000,0.010000,13.000000,4.000000,3.117157,5.071160,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2025-04-17,20:17:38,2,77,Carbonatite,1000.000000,50.000000,1194.000000,19.000000,24.373365,30.904060,4,manual: knock-on interference / matrix absorption
La,2025-04-17,20:17:38,2,77,Carbonatite,750.000000,10.000000,1303.000000,33.000000,32.628444,46.407062,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2025-04-17,20:17:38,2,77,Carbonatite,1700.000000,100.000000,2344.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Pr,2025-04-17,20:17:38,2,77,Carbonatite,150.000000,6.000000,170.000000,51.000000,40.640099,65.212097,3,150 ppm > 4x max shale (12.6 ppm)
Nd,2025-04-17,20:17:38,2,77,Carbonatite,480.000000,15.000000,503.000000,75.000000,92.046741,118.733325,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2025-04-17,20:17:38,2,77,Carbonatite,0.000000,0.010000,9.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2025-04-17,20:17:38,2,77,Carbonatite,0.000000,0.010000,165.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-04-17,20:20:13,2,78,Phosphate,113500.000000,22979.000000,88663.000000,240.000000,559.462522,608.767865,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2025-04-17,20:20:13,2,78,Phosphate,282600.000000,839.000000,290604.000000,552.000000,1215.927377,1335.358898,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2025-04-17,20:20:13,2,78,Phosphate,900.000000,34.000000,596.000000,93.000000,73.212847,118.360132,4,manual: knock-on interference / matrix absorption
Cr,2025-04-17,20:20:13,2,78,Phosphate,49.200000,5.200000,414.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2025-04-17,20:20:13,2,78,Phosphate,8400.000000,40.000000,8897.000000,51.000000,128.816889,138.545266,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2025-04-17,20:20:13,2,78,Phosphate,32.000000,4.170000,77.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Y,2025-04-17,20:20:13,2,78,Phosphate,631.000000,3.900000,677.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2025-04-17,20:20:13,2,78,Phosphate,0.000000,0.010000,15.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2025-04-17,20:20:13,2,78,Phosphate,495.800000,4.890000,674.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2025-04-17,20:20:13,2,78,Phosphate,928.800000,10.190000,1330.000000,39.000000,40.544980,56.257403,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2025-04-17,20:20:13,2,78,Phosphate,351.000000,9.940000,505.000000,74.000000,83.283259,111.409610,3,351 ppm > 4x max shale (49.2 ppm)
W,2025-04-17,20:20:13,2,78,Phosphate,0.000000,0.010000,13.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-04-17,20:20:13,2,78,Phosphate,0.000000,0.010000,10.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2025-04-17,20:20:13,2,78,Phosphate,10.700000,0.670000,38.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2025-04-17,20:20:13,2,78,Phosphate,30.500000,0.710000,30.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Rb,2025-04-18,08:39:11,1,1,Carbonate-Rich Shale,0.000000,0.010000,76.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Nb,2025-04-18,08:39:11,1,1,Carbonate-Rich Shale,0.000000,0.010000,2.000000,1.000000,0.550482,1.141504,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ag,2025-04-18,08:42:06,1,2,Marine Shale,0.000000,0.010000,6.000000,2.000000,0.000000,2.000000,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-04-18,08:42:06,1,2,Marine Shale,3.300000,0.100000,24.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2025-04-18,08:42:06,1,2,Marine Shale,0.000000,0.010000,4.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2025-04-18,08:44:53,1,3,Black Shale,6.310000,0.870000,4.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Cd,2025-04-18,08:44:53,1,3,Black Shale,0.100000,0.100000,15.000000,4.000000,2.061553,4.500000,1,certified value 0.1 <= 1x uncertainty 0.1 (~0)
Sn,2025-04-18,08:44:53,1,3,Black Shale,0.000000,0.010000,19.000000,5.000000,4.210165,6.536474,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-04-18,08:44:53,1,3,Black Shale,0.000000,0.010000,9.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Mg,2025-04-18,08:47:30,1,4,Carbonatite,7540.000000,181.000000,3355.000000,935.000000,715.655280,1177.449565,4,manual: knock-on interference / matrix absorption
P,2025-04-18,08:47:30,1,4,Carbonatite,0.000000,0.010000,4943.000000,37.000000,88.475841,95.900857,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2025-04-18,08:47:30,1,4,Carbonatite,1328.000000,166.000000,163.000000,15.000000,63.400690,65.150959,4,manual: knock-on interference / matrix absorption
Ca,2025-04-18,08:47:30,1,4,Carbonatite,345200.000000,2716.000000,349909.000000,668.000000,2302.419916,2397.365527,3,345200 ppm > 4x max shale (59900 ppm)
